word,manmade,shoebox,nletters,freq,nsyllables,concreteness,old_new,study_judgment,cue_condition,study_phase,cue_color,box_color,show_cue
SKULL,N,N,5,3,1,570,old,manmade,uninformed,uninformed1,n/a,cyan,0
KITTEN,N,Y,6,5,2,612,old,manmade,uninformed,uninformed1,n/a,cyan,0
PYRAMID,Y,N,7,2,3,615,old,manmade,uninformed,uninformed1,n/a,cyan,0
SHRIMP,N,Y,6,2,1,629,old,manmade,uninformed,uninformed1,n/a,cyan,0
CRYSTAL,N,Y,7,23,2,587,old,shoebox,uninformed,uninformed1,n/a,red,0
PONY,N,N,4,10,2,611,old,shoebox,uninformed,uninformed1,n/a,red,0
FEAST,Y,N,5,3,1,542,old,shoebox,uninformed,uninformed1,n/a,red,0
MULE,N,N,4,4,1,592,old,shoebox,uninformed,uninformed1,n/a,red,0
PEAR,N,Y,4,6,1,634,old,shoebox,uninformed,uninformed1,n/a,red,0
INSECT,N,Y,6,14,2,593,old,shoebox,uninformed,uninformed1,n/a,red,0
SPADE,Y,Y,5,10,1,565,old,shoebox,uninformed,uninformed1,n/a,red,0
CAMERA,Y,Y,6,36,2,627,old,shoebox,uninformed,uninformed1,n/a,red,0
TRACTOR,Y,N,7,24,2,590,old,shoebox,uninformed,uninformed1,n/a,red,0
DRIZZLE,N,Y,7,5,2,558,old,shoebox,uninformed,uninformed1,n/a,red,0
JADE,N,Y,4,1,1,570,old,shoebox,uninformed,uninformed1,n/a,red,0
BANANA,N,Y,6,4,3,633,old,shoebox,uninformed,uninformed1,n/a,red,0
CARPET,Y,N,6,13,2,581,old,shoebox,uninformed,uninformed1,n/a,red,0
MINERAL,N,Y,7,12,3,527,old,shoebox,uninformed,uninformed1,n/a,red,0
ROPE,Y,Y,4,15,1,608,old,shoebox,uninformed,uninformed1,n/a,red,0
GRAPH,Y,Y,5,17,1,553,old,shoebox,uninformed,uninformed1,n/a,red,0
COCKTAIL,Y,Y,8,25,2,576,old,shoebox,uninformed,uninformed1,n/a,red,0
BANDAGE,Y,Y,7,4,2,639,old,shoebox,uninformed,uninformed1,n/a,red,0
PATCH,Y,Y,5,13,1,558,old,shoebox,uninformed,uninformed1,n/a,red,0
SWORD,Y,N,5,7,1,577,old,shoebox,uninformed,uninformed1,n/a,red,0
JEEP,Y,N,4,16,1,622,old,shoebox,uninformed,uninformed1,n/a,red,0
BLOUSE,Y,Y,6,1,1,640,old,shoebox,uninformed,uninformed1,n/a,red,0
SUPPER,Y,Y,6,37,2,563,old,shoebox,uninformed,uninformed1,n/a,red,0
BASEMENT,Y,N,8,31,2,585,old,shoebox,uninformed,uninformed1,n/a,red,0
COFFIN,Y,N,6,7,2,595,old,shoebox,uninformed,uninformed1,n/a,red,0
LION,N,N,4,17,1,627,old,shoebox,uninformed,uninformed1,n/a,red,0
BOWL,Y,Y,4,23,1,575,old,shoebox,uninformed,uninformed1,n/a,red,0
CONE,Y,Y,4,13,1,573,old,shoebox,uninformed,uninformed1,n/a,red,0
HOOF,N,Y,4,2,1,596,old,shoebox,uninformed,uninformed1,n/a,red,0
PEARL,N,Y,5,9,1,597,old,shoebox,uninformed,uninformed1,n/a,red,0
CLOAK,Y,Y,5,3,1,543,old,shoebox,uninformed,uninformed1,n/a,red,0
JELLY,Y,Y,5,3,2,560,old,shoebox,uninformed,uninformed1,n/a,red,0
