word,manmade,shoebox,nletters,freq,nsyllables,concreteness,old_new,study_judgment,cue_condition,study_phase,cue_color,box_color,show_cue
KNEE,N,Y,4,35,1,593,old,shoebox,uninformed,uninformed2,n/a,red,0
PEACH,N,Y,5,3,1,617,old,shoebox,uninformed,uninformed2,n/a,red,0
ABDOMEN,N,Y,7,6,3,586,old,shoebox,uninformed,uninformed2,n/a,red,0
ELEPHANT,N,N,8,7,3,628,old,shoebox,uninformed,uninformed2,n/a,red,0
LODGE,Y,N,5,19,1,538,old,shoebox,uninformed,uninformed2,n/a,red,0
WOMB,N,N,4,1,1,538,old,shoebox,uninformed,uninformed2,n/a,red,0
CAPITOL,Y,N,7,22,3,529,old,shoebox,uninformed,uninformed2,n/a,red,0
CROW,N,Y,4,2,1,590,old,shoebox,uninformed,uninformed2,n/a,red,0
STAR,N,N,4,25,1,574,old,shoebox,uninformed,uninformed2,n/a,red,0
FENCE,Y,N,5,30,1,597,old,shoebox,uninformed,uninformed2,n/a,red,0
LUNG,N,Y,4,16,1,569,old,shoebox,uninformed,uninformed2,n/a,red,0
COIN,Y,Y,4,10,1,581,old,shoebox,uninformed,uninformed2,n/a,red,0
CAGE,Y,N,4,9,1,593,old,shoebox,uninformed,uninformed2,n/a,red,0
LEAF,N,Y,4,12,1,593,old,shoebox,uninformed,uninformed2,n/a,red,0
CABLE,Y,Y,5,7,2,544,old,shoebox,uninformed,uninformed2,n/a,red,0
FORK,Y,Y,4,14,1,592,old,shoebox,uninformed,uninformed2,n/a,red,0
BONE,N,Y,4,33,1,588,old,shoebox,uninformed,uninformed2,n/a,red,0
BRICK,Y,Y,5,18,1,610,old,shoebox,uninformed,uninformed2,n/a,red,0
CASH,Y,Y,4,36,1,547,old,shoebox,uninformed,uninformed2,n/a,red,0
BEEF,N,Y,4,32,1,637,old,shoebox,uninformed,uninformed2,n/a,red,0
DECK,Y,N,4,23,1,566,old,shoebox,uninformed,uninformed2,n/a,red,0
QUARTER,Y,Y,7,34,2,509,old,shoebox,uninformed,uninformed2,n/a,red,0
CHOIR,Y,N,5,8,1,567,old,shoebox,uninformed,uninformed2,n/a,red,0
CABBAGE,N,Y,7,4,2,611,old,shoebox,uninformed,uninformed2,n/a,red,0
LAMB,N,N,4,7,1,633,old,shoebox,uninformed,uninformed2,n/a,red,0
DOUGH,Y,Y,5,13,1,627,old,shoebox,uninformed,uninformed2,n/a,red,0
VASE,Y,N,4,4,1,595,old,shoebox,uninformed,uninformed2,n/a,red,0
LIVER,N,Y,5,16,2,617,old,shoebox,uninformed,uninformed2,n/a,red,0
